hindi,english
कृपया सीडी/डीवीडी बर्नर में फिर डिस्क घुसाएँ. ,Please re - insert the disc in the CD / DVD burner.
मुख्य विंडो के X स्थिति,X position of main window
ज़ूम आउट,Zoom Out
स्क्रीनकास्ट,Screencast
अपरिचित लॉन्च विकल्पः% d,Unrecognized launch option:% d
हायपर-टेक्स्ट फ़ाइल,Hypertext markup files
चयनित कोडेक प्राथमिकता को ऊपर की ओर खिसकाएँ,Move selected codec priority upwards
नया (_ N) ,_ New
कॉपी करें (_ C) ,_ Copy
लाइसेंस,No License
सेल के भीतर कर्ता का क्षैतिज संरेखण,Horizontal alignment of the actor within the cell
Anjuta नहीं को का फ़ाइल को खोलें. ,Anjuta was not able to automatically determine the encoding of the file you want to open.
वेब कैम से लिए जाने वाले तस्वीर का संतृप्ति स्तर समायोजित करें,Adjusts saturation level of the picture coming from the camera
फ्रैगमेंट shader का स्रोत,Source of fragment shader
चिड़ी का पंजा,five of clubs
हाइलाइट किए गए सीमांत का रंग और अपारदर्शिता। ,The color and opacity of the highlight border.
मदद (_ H) ,_ Help
जेनेरिक जावास्क्रिप्ट,Generic JavaScript
कर्ता के लिए बाध्यकारी न्यूनतम ऊँचाई आग्रह,Forced minimum height request for the actor
डाटा CD लिख रहा है,Burning data CD
को पुनःभारित करें से.. ,Are you sure you want to reload '% s'? Any unsaved changes will be lost.
रैण्डर करने के लिए पाठ,Text to render
नज़रअंदाज़ करें,Ignore ancestry
Cogl बनावट पिक्समेप बैकएंड को ट्रेस करें,Trace CoglTexturePixmap backend
_ NTSC,_ NTSC
इसके साथ खोलें,Open With
परियोजना नाम,Project name
wireframes दिखाएँ,Show wireframes
नियंत्रण खीचें,Drag Handle
उपयोक्ता नामः,Username:
कंट्रोल,Ctrl
मोड्यूल विवरणः,Module Details:
DTMF मोड,DTMF Mode
कोई स्रोत ड्राइव निर्दिष्ट नहीं,No source drive specified
हाल में खेला गया (_ R) ,_ Recently Played
Extern (rsh) ,Extern (rsh)
कार्यशील निर्देशिकाः,Working directory:
