hindi,english
कोई चाल संभव नहीं. वापस लें या फिर शुरू करें,No moves are possible. Undo or start again.
लगता है मुझे तुरंत अपनी पीठ खुजानी पड़ेगी... ,I could sure use a backrub right about now...
मौजूदा पंक्ति को उभारें,Highlight current line
(क्रियान्वित नहीं हुआ है) ,(not implemented)
~ a को एक क्लब का इक्का पर ले जाएँ,Move ~ a onto the ace of clubs.
सभी बदलें,Replace All
हेलसिंकी,Helsinki
सत्र प्रबंधन विकल्प दिखाएं,Show session management options
ऊपरी पटल,Top panel
छापें... (_ P) ,_ Print...
खेल के पास कोई हल नहीं है. वापस ले या फिर शुरू करें. ,The game has no solution. Undo or start again.
घटना मानिटर,Event Monitor
हुकुम की तिक्की,three of spades
रैण्डर करने के लिए पाठ,Text to render
डेस्कटॉप,Desktop
ईंट का तिक्की के बगल में ईंट का दुक्का को रखें. ,Place the three of diamonds next to the two of diamonds.
निजी गुणों को छिपाएं,Hide private attributes
क्रमबद्ध करें,Suppress
संगतता ही कुंजी है,Consistency is key
Anjuta घर पेज (_ H) ,Anjuta _ Home Page
फ़ाइल,Files
पुस्तक-चिह्न जोड़ें... ,Add Bookmark...
कार्ड चालों में एनीमेशन उपयोग करें या नहीं,Whether or not to animate card moves
साइरिलिक/रूसी,Cyrillic / Russian
शीर्षक,Title
CVS changeLog,Changelog
औजार चुनेंः,Select Tool:
क्वातोर्जे,Quatorze
सीमांत (बोर्डर) के रंग को हाइलाइट करें,Highlight border color
ब्रेकपाइंट को समायोजित करें,Delete all breakpoints
चिड़ी का छक्का,six of clubs
अल्ड लेंग स्याने,Auld Lang Syne
खाली तस्वीर खाँचा पर बादशाह को ले जाएँ,Move ~ a onto the tableau.
हाल में ही प्रयोग की गई फाइलें,Icon File:
कोई सीमा नहीं,No Limit
ऑस्मोसिस,Osmosis
लाल पान का बादशाह,king of hearts
संस्करणः,Version
सफलतापूर्वक पूर्ण,Completed successfully
गलियां और चौबारा,Streets And Alleys
लाल पान की बेगम,the queen of hearts
बदलाव,Edit...
बदलें,Replace
अधिकतम मान,Maximum value
डायरेक्टरी का निर्माण करें,Choose file or directory to diff:
~ a को एक लाल पान का बादशाह पर ले जाएँ,Move ~ a onto the king of hearts.
नमूना क्रिया (_ S) ,_ Sample action
तस्वीर में एक खाली खाँचा,an empty slot on tableau
पथः,Path:
पुनः लोड करें (_ R) ,_ Reload
हुकुम का दहला हटाएँ. ,Remove the seven of spades.
लाल पान का पंजा,the five of hearts
आईडी,ID
शतरंज,Chessboard
डेक में से नया पत्ता चलें,Deal new cards from the deck
एस्केलेटर,Escalator
Anjuta वर्ग जनक प्लगिन,Anjuta Class Generator Plugin
पंक्ति संख्याएं दिखाएं,Show Line Numbers
जेनेरिक wx विजेट प्रोजेक्ट,A generic wx Widgets project
चिड़ी का बादशाह हटाएँ. ,Remove the nine of clubs.
नाम,NAME
रेखांकित,Underline - Plain
प्रोजेक्ट नाम,No project loaded
संक्षिप्त विवरण,Project Description
फाइल कापी करें,_ Compile
% s आरक्षितstockslot hint,% s on reserve
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#टूलबार #-#-#-#-#nautilus. HEAD. hi. po (nautilus 2. x) #-#-#-#-#टूलबार (T) ,_ Toolbars
अंजूटा,Activated plugins
ईंट का चव्वा,four of diamonds
टर्मिनल,Terminal
सापेक्ष स्थिति,Relative position
कंट्रोल,Ctrl
बनाएँ,Create
ईंट का दहला को हटायें. ,Remove the ten of diamonds.
वर्णन,Description
परियोजना विकल्प,Print options
एमडीआई-जेड-क्रम,MDI - Z - order
Anjuta advanced tutorial,Anjuta advanced tutorial
सहेज रहे हैं,Saving
हुकुम का सत्ता,the seven of spades
रेखांकित,Online
मौजूद प्लगिन,Available Plugins
टिप्पणीः परिवर्तन सत्रांत (लोगआउट) के बाद ही प्रभाव में आएंगे। ,Note: Changes only take effect after logout.
~ a को एक खाली दाएँ स्लॉट में ले जाएँ. ,Move ~ a onto an empty right slot.
घटक,Component
दृष्टिगोचर,Visible
विशेषताएँ,Properties
हुकुम का इक्का,ace of spades
~ a को एक लाल पान का छक्का पर ले जाएँ,Move ~ a onto the six of hearts.
पिछली चाल पूर्ववत करें,Redo the undone move
Copyright (c) Naba Kumar,Copyright (c) Naba Kumar
प्रोजेक्ट उपलब्ध नहीं है,"The property ""% s"" does not exist"
~ a को एक लाल पान का छक्का पर ले जाएँ,Move ~ a onto the six of hearts.
